Source,Target,Weight
CERSEI,GREY_WORM,5
EDMURE,SANSA,5
GENDRY,ROBERT,5
GENDRY,SANSA,5
GILLY,TORMUND,5
GREY_WORM,MELISANDRE,5
GREY_WORM,YOHN_ROYCE,5
JOFFREY,TYRION,5
LYANNA_MORMONT,VARYS,5
MELISANDRE,TORMUND,5
MISSANDEI,MOUNTAIN,5
SAM,MAESTER_WOLKAN,5
THEON,TYRION,5
TORMUND,WILLA,5
TYRION,TYWIN,5
VARYS,MAESTER_WOLKAN,5
ALYS,BRIENNE,4
ALYS,JAIME,4
ALYS,SAM,4
ALYS,THEON,4
ALYS,YOHN_ROYCE,4
ARYA,LYANNA_MORMONT,4
ARYA,MAESTER_WOLKAN,4
ARYA,OWEN,4
ARYA,QHONO,4
ARYA,THEON,4
ARYA,YOHN_ROYCE,4
BERIC,DAENERYS,4
BERIC,DAVOS,4
BERIC,LYANNA_MORMONT,4
BERIC,SANSA,4
BRAN,GENDRY,4
BRAN,MAESTER_WOLKAN,4
BRAN,QHONO,4
BRAN,TORMUND,4
BRIENNE,QHONO,4
BRONN,CERSEI,4
DAENERYS,MOUNTAIN,4
DAENERYS,PODRICK,4
DAENERYS,QHONO,4
DAENERYS,QYBURN,4
DAENERYS,VISERYS,4
DAVOS,JORAH,4
DAVOS,LYANNA_MORMONT,4
DAVOS,MISSANDEI,4
DAVOS,QHONO,4
DAVOS,TEELA,4
DORNISH_PRINCE,YARA,4
EDDISON_TOLLETT,GREY_WORM,4
EDDISON_TOLLETT,JORAH,4
EDMURE,YOHN_ROYCE,4
EURON,HARRY,4
EURON,MISSANDEI,4
EURON,TYRION,4
GILLY,MISSANDEI,4
GREY_WORM,MAESTER_WOLKAN,4
HOUND,JON,4
HOUND,NORA,4
HOUND,PODRICK,4
HOUND,QYBURN,4
JAIME,QHONO,4
JAIME,YOHN_ROYCE,4
JON,QHONO,4
JON,THEON,4
JON,YOHN_ROYCE,4
JORAH,MISSANDEI,4
JORAH,PODRICK,4
JORAH,QHONO,4
JORAH,YOHN_ROYCE,4
LYANNA,NED,4
LYANNA,RHAEGAR,4
LYANNA_MORMONT,QHONO,4
LYANNA_MORMONT,THEON,4
LYANNA_MORMONT,YOHN_ROYCE,4
MAESTER_WOLKAN,YOHN_ROYCE,4
MISSANDEI,SAM,4
QHONO,SANSA,4
QHONO,TORMUND,4
QHONO,TYRION,4
QHONO,VARYS,4
ROBIN,MAESTER_WOLKAN,4
SAM,THEON,4
SANSA,YARA,4
VARYS,YOHN_ROYCE,4
ALYS,ARYA,3
ALYS,MAESTER_WOLKAN,3
ALYS,TORMUND,3
ARYA,JAIME,3
ARYA,NIGHT_KING,3
ARYA,YARA,3
BERIC,BRAN,3
BERIC,NED_UMBER,3
BERIC,THEON,3
BERIC,TYRION,3
BERIC,VARYS,3
BRAN,BRONN,3
BRAN,PODRICK,3
BRIENNE,EDDISON_TOLLETT,3
CERSEI,JON,3
CERSEI,SANSA,3
CERSEI,TYWIN,3
CERSEI,VARYS,3
CRAYAH,MAREI,3
CRAYAH,QYBURN,3
DAENERYS,RANDYLL,3
DAENERYS,YARA,3
DAVOS,HOUND,3
DAVOS,THEON,3
DIRAH,MAREI,3
DORNISH_PRINCE,ROBIN,3
EDDISON_TOLLETT,GENDRY,3
EDDISON_TOLLETT,HOUND,3
EDDISON_TOLLETT,JAIME,3
EDMURE,MAESTER_WOLKAN,3
EDMURE,RIVERLANDS_LORD,3
EDMURE,ROBIN,3
EDMURE,SAM,3
EDMURE,TYRION,3
GENDRY,VALE_LORD,3
GENDRY,YOHN_ROYCE,3
GREY_WORM,MOUNTAIN,3
GREY_WORM,THEON,3
GREY_WORM,UNSULLIED_CAPTAIN,3
GREY_WORM,YARA,3
HOUND,SARRA,3
HOUND,VICKY,3
IRONBORN_LORD,VALE_LORD,3
IRONBORN_LORD,YARA,3
JAIME,MISSANDEI,3
JON,ROBERT,3
JORAH,THEON,3
LYANNA,VARYS,3
LYANNA_MORMONT,MISSANDEI,3
MARWYN,SAM,3
MISSANDEI,QYBURN,3
MOUNTAIN,TYRION,3
NED,RHAEGAR,3
NED,SANSA,3
NED_UMBER,SANSA,3
RANDYLL,SAM,3
RHAEGAR,VARYS,3
RIVERLANDS_LORD,YOHN_ROYCE,3
ROBIN,SAM,3
ROBIN,SANSA,3
ROBIN,YOHN_ROYCE,3
THEON,TORMUND,3
THEON,VARYS,3
AEGON,DAENERYS,2
AERYS,DAENERYS,2
AERYS,JON,2
ALANNA,OWEN,2
ALTON,JAIME,2
ALYS,BERIC,2
ALYS,GENDRY,2
ALYS,MISSANDEI,2
ALYS,QHONO,2
ARYA,DORNISH_PRINCE,2
ARYA,EDDISON_TOLLETT,2
ARYA,EDMURE,2
ARYA,IRONBORN_LORD,2
ARYA,MOUNTAIN,2
ARYA,PODRICK,2
ARYA,RIVERLANDS_LORD,2
ARYA,ROBIN,2
ARYA,VALE_LORD,2
BERIC,GILLY,2
BERIC,NIGHT_KING,2
BERIC,PODRICK,2
BERIC,QHONO,2
BERIC,TEELA,2
BERIC,YOHN_ROYCE,2
BRAN,DORNISH_PRINCE,2
BRAN,EDMURE,2
BRAN,IRONBORN_LORD,2
BRAN,RIVERLANDS_LORD,2
BRAN,ROBIN,2
BRAN,VALE_LORD,2
BRAN,YARA,2
BRIENNE,CATELYN,2
BRIENNE,DORNISH_PRINCE,2
BRIENNE,EDMURE,2
BRIENNE,IRONBORN_LORD,2
BRIENNE,RIVERLANDS_LORD,2
BRIENNE,ROBIN,2
BRIENNE,THEON,2
BRIENNE,VALE_LORD,2
BRIENNE,YARA,2
BRONN,DAENERYS,2
BRONN,JOFFREY,2
CERSEI,CERSEIS_BABY,2
CERSEI,ROBERT,2
CERSEIS_BABY,JAIME,2
CERSEIS_BABY,TYRION,2
CRAYAH,WILLIAM,2
DAENERYS,DICKON,2
DAENERYS,EDDISON_TOLLETT,2
DAENERYS,LYANNA,2
DAENERYS,NED_UMBER,2
DAENERYS,ROBERT,2
DAENERYS,TYWIN,2
DAVOS,DORNISH_PRINCE,2
DAVOS,EDDISON_TOLLETT,2
DAVOS,EDMURE,2
DAVOS,HARRY,2
DAVOS,IRONBORN_LORD,2
DAVOS,RIVERLANDS_LORD,2
DAVOS,ROBIN,2
DAVOS,VALE_LORD,2
DAVOS,YARA,2
DICKON,RANDYLL,2
DICKON,SAM,2
DORNISH_PRINCE,EDMURE,2
DORNISH_PRINCE,GENDRY,2
DORNISH_PRINCE,GREY_WORM,2
DORNISH_PRINCE,IRONBORN_LORD,2
DORNISH_PRINCE,MAESTER_WOLKAN,2
DORNISH_PRINCE,RIVERLANDS_LORD,2
DORNISH_PRINCE,SAM,2
DORNISH_PRINCE,SANSA,2
DORNISH_PRINCE,TYRION,2
DORNISH_PRINCE,VALE_LORD,2
DORNISH_PRINCE,YOHN_ROYCE,2
EDDISON_TOLLETT,GILLY,2
EDDISON_TOLLETT,LYANNA_MORMONT,2
EDDISON_TOLLETT,NED_UMBER,2
EDDISON_TOLLETT,SANSA,2
EDDISON_TOLLETT,TEELA,2
EDMURE,GENDRY,2
EDMURE,GREY_WORM,2
EDMURE,IRONBORN_LORD,2
EDMURE,VALE_LORD,2
EDMURE,YARA,2
EURON,GREY_WORM,2
EURON,THEON,2
EURON,VARYS,2
GENDRY,IRONBORN_LORD,2
GENDRY,LYANNA_MORMONT,2
GENDRY,MAESTER_WOLKAN,2
GENDRY,QHONO,2
GENDRY,RIVERLANDS_LORD,2
GENDRY,ROBIN,2
GENDRY,YARA,2
GILLY,PODRICK,2
GILLY,TEELA,2
GREY_WORM,HARRY,2
GREY_WORM,IRONBORN_LORD,2
GREY_WORM,RIVERLANDS_LORD,2
GREY_WORM,ROBIN,2
GREY_WORM,VALE_LORD,2
HARRY,JON,2
HOUND,TYRION,2
HOUND,WILLA,2
IRONBORN_LORD,MAESTER_WOLKAN,2
IRONBORN_LORD,RIVERLANDS_LORD,2
IRONBORN_LORD,ROBIN,2
IRONBORN_LORD,SAM,2
IRONBORN_LORD,SANSA,2
IRONBORN_LORD,TYRION,2
IRONBORN_LORD,YOHN_ROYCE,2
JAIME,MAESTER_WOLKAN,2
JAIME,QYBURN,2
JAIME,THEON,2
JAIME,TYWIN,2
JOFFREY,SANSA,2
JON,PODRICK,2
JON,TEELA,2
JON,UNSULLIED_CAPTAIN,2
LITTLE_SAM,MISSANDEI,2
LITTLE_SAM,PODRICK,2
LITTLE_SAM,SAM,2
LITTLEFINGER,RAMSAY,2
LYANNA,ROBERT,2
LYANNA,SAM,2
MAESTER_WOLKAN,YARA,2
MELISANDRE,QHONO,2
MISSANDEI,MAESTER_WOLKAN,2
MISSANDEI,PODRICK,2
MISSANDEI,QHONO,2
MISSANDEI,YOHN_ROYCE,2
MOUNTAIN,VARYS,2
NED,ROBERT,2
NED,VARYS,2
NED_UMBER,TORMUND,2
PODRICK,SANSA,2
PODRICK,THEON,2
PODRICK,VARYS,2
QHONO,MAESTER_WOLKAN,2
QHONO,THEON,2
QHONO,YOHN_ROYCE,2
RHAEGAR,SAM,2
RIVERLANDS_LORD,MAESTER_WOLKAN,2
RIVERLANDS_LORD,ROBIN,2
RIVERLANDS_LORD,SAM,2
RIVERLANDS_LORD,SANSA,2
RIVERLANDS_LORD,TYRION,2
RIVERLANDS_LORD,VALE_LORD,2
RIVERLANDS_LORD,YARA,2
ROBERT,SAM,2
ROBIN,TYRION,2
ROBIN,VALE_LORD,2
ROBIN,YARA,2
SAM,TEELA,2
SAM,VALE_LORD,2
SAM,YARA,2
SANSA,SARRA,2
SANSA,VALE_LORD,2
SANSA,WILLA,2
SARRA,TORMUND,2
SARRA,WILLA,2
TEELA,TORMUND,2
THEON,MAESTER_WOLKAN,2
THEON,YOHN_ROYCE,2
TORMUND,YOHN_ROYCE,2
TYRION,VALE_LORD,2
TYRION,YARA,2
VALE_LORD,MAESTER_WOLKAN,2
VALE_LORD,YARA,2
VALE_LORD,YOHN_ROYCE,2
YARA,YOHN_ROYCE,2
